Aye-aye.,"Going somewhere, Azura?",Fungus!,evil laugh),"Good morning, Azura! Azura? Bibble? Oh! Azura! It's Laverna! Laverna took her!"
"Oh, no! Azura? Azura?! You! What are you doing here? What happened to these guards? Where's Azura?","It wasn't me. I... I... I'm sorry, I have to go.",Wait! Stop! Get back here! Dang! Get back here!,Get on my back.,No.
"I said, get on my back!",Gotcha!,No! Let me go. Let me... Aarh!,Huh?,Bibble? Bibble!
"Hold on, everybody.",Get back here! Come back! Get back here!,Who are you?,Name's Hue. The puffball gave me a note from Azura. I'm to keep you safe and take you where you want to go. So... where do you want to go?,I need to go to the Wildering Wood and see the dryad Dahlia.
Tally ho!,Lesson time. Listen up. Once I have all seven guardians here...,Um...,"Yes, Ruby?",Is that one supposed to be me? Because I'm much taller than any of the other guardians.
"It's true, he is.",Fine. As I was saying...,Now I just look like a giraffe.,Enough!,"Oh, Laverna... We've brought you a little something."
Yes.,"Ah, Azura! Welcome, welcome. Join the party.","Do you always keep your party guests captive, Laverna?","As a matter of fact, yes. I was about to explain how, once I kidnap all the guardians, I'll suck the power from the necklaces the Enchantress gave you and transfer those powers to me. I will only ask once. Where is your necklace? Where is it?!",I thought you said you'd only ask once.
Fungus!,"Oh, er...",Where is her necklace?!,"Hm? Necklace? No, no, no, no... I don't recall a necklace. No.",That's because I rarely wear it. Blue clashes with my eyes.
You lie! Where is it?!,"Oh, wait... I-l-I saw a necklace! It was a pretty blue one.",Where? Where did you see the necklace?,It was on that sleeping little fairy girl.,"Excuse me? ""Sleeping little fairy girl""?"
"Oh, she was just some useless fairy without wings. You know. No, er, actual wings on... on that one.","Really, Laverna. A wingless fairy sleeping in my house? The very idea!","Quiet! Hm... A fairy without wings. A fairy without wings won't be affected by my formula. A fairy like that… A fairy like that could destroy everything! Fungus, find this wingless fairy! Use every creature at my disposal. Just find her and bring her to me! Immediately!","Uh, hi. Fungus here. Now, by ""Fungus"", do you mean me, or specifically...",All of you! Go! Now!
"laughs) Whoo! I love this! We're flying, Bibble, we're really flying! Thank you, Hue. Thank you for saving me and for letting me fly.",Just doing my job. A day's travel and I'll have you at the Wildering Wood.,anxious noises),I know. It's beautiful.,more anxious noises)
I've never seen anything like it.,"""Elina! Birds!""","Right, evasive maneuvers. Hold on, everybody! Hold on.",What are they?,Firebirds! They work for Laverna!
Watch it!,Bravo!,Don't they get tired?!,"Doesn't look that way. We need to find somewhere safe. Get ready, folks!","Mmm...Hey, you girls know what today is?"
No. What?,"Today is what they call ""perfect"". You know what I say to myself on days like today?",What do you say?,"I say, ""Prince Nalu, you've got it good."" Nothing can spoil a day like today. Hey!","Hue, that was amazing!"
"Yes, it was pretty great, wasn't it?","Hey, flyboy! You have any idea how low you were zooming? Some of us were trying to... Oh. Hi.",Hi. I'm sorry if we disturbed you.,"No, no, not at all. I just...What brings you here to the cove?","Firebirds. No worries, though. I lost them."
"I've got bad news for you. The Firebirds are still here, and this cove is a dead end.","I didn't see you coming up with any ideas! We just have to wait them out. Firebirds hate water. It's, like, 99 to 1  they won't fly down here.",Perhaps I should revise those odds.,Eat that. All of you.,Ugh! Why?
Ewww!,"It's a special seaweed. It lets you breathe underwater. Please, eat as much as you can.",I don't know how to thank you.,You don't have to thank me. I wanted to help.,"Er, we need to get to the Wildering Wood. Can you point us in the right direction?"
"The Wildering Wood, of course. It's that way, just a few miles to the east. You'll have no trouble finding it. I guess that means you have to go.",I guess.,Be safe. I hope one day we'll meet again.,"""# Elina and Prince Nalu,",Stop it!
"Come on. We need to keep moving. You heard the man, just a few more miles.",Is that...?,It is. The Wildering Wood.,Look at the plants!,The sickness. It's bad here.
I know. It's so still.,Arh!,"Hue! Hue, are you OK?",I'm fine.,You're not. It's the flying sickness.
Don't be ridiculous. It's my job to fly. I can do it.,"Hue, you need to land this instant.",Not until I get you to Dahlia. That's my job.,You're being ridiculous! You need to rest.,"If you keep flying, you'll hurt yourself."
But...,Land. That's an order.,Doesn't that feel better? You need to rest.,But what about you?,I'll continue into the woods and find Dahlia. I'll be fine.
I should come with you.,"Don't you get it? I won't let you come. I'm trying to take care of you. You need to get used to it. It's what friends do. Bibble, you'll stay here with him, won't you?",No! objecting noises),Hue needs you more than I do right now. I'll be back soon. I promise.,"Hm! ""You'd better be!"")"
"Hello? Is anybody there? echoes) Hello? Hello? Ahh! This is crazy. Azura's supposed to be the one seeing Dahlia, not me. She's a guardian fairy, and I'm... I'm nothing. I don't have a chance.",You don't think you have a chance?,Join us while we rhyme and dance!,Um... Hi. Where did you guys come from?,We saw the shine around your neck and thought we'd visit.
What the heck!,So... do you know the Wildering Wood well?,Do we know the Wildering Wood?,"Well, we live here, ma'am, we certainly should!","So if you know the wood, you could lead me to Dahlia the dryad, right?"
Of course!,"Er... Shnove, er... blourse!","Great! Oh, that's great! Let's go! Take me to see Dahlia.",We'd...,"It's OK, you don't have to answer. Just take me to see her."
laughs),We're here!,All clear!,Hurray!,Yay!
"But, guys, there's nothing here. Just a bunch of trees that look exactly like the ones we've seen before.",Ta-da!,"Oh, no! You have no idea where Dahlia is, do you? And I followed you all this way.",But... we're here.,Have no fear.
"""Here""? Where? I'm looking for the home of a dryad, and there's nothing here but poor, sick trees.","Azura, I heard your necklace calling...",You're not Azura.,"I... I'm Elina. Azura gave me her necklace. She wanted to see you, but she was kidnapped by Laverna, like the other guardians. So I came instead.",And I suppose they brought you to me?
They did. Thank you.,"Aw, shucks.",Good luck!,"I'm so happy to see you. It feels like we've been travelling forever, and...","Look, I don't know what Azura told you about me, but I can't help you."
"Oh, but you can! Azura said so. She said you were loyal to Laverna once, so you'll know how to help stop her.","That's what I said ten years ago, when I realised Laverna was evil and left her service. I tried to tell the guardians I'd help, but only Azura believed me. The rest thought I was a spy. So, no, I'm not really excited about doing favours for the guardians. Thanks for dropping by, but get lost.","No! Azura was your friend. She stuck up for you, and she's in trouble. All Fairytopia's in trouble. Doesn't that mean anything to you?","I don't know all of Fairytopia, so why would I risk my neck for them?",They're the friends you haven't met yet.
Excuse me?,"That's what Azura would say. She means you have to do what's right, even if it's not the easiest thing for you. I guess she thought you knew that. I'm sorry I bothered you.",Wait. Maybe I can help.,Elina!,How are you feeling?
"Bit better, thank you.",Is he lying?,"""A little”.","This is Dahlia. She's going to help us. But things could get more dangerous, so I don't want either of you to think you have to come.","All right, I get it. You want to come."
"I do, too. Because, you know... it's my... it's my job.",The main thing we have going for us: surprise. Laverna will never expect this bunch to come after her.,"Finally, we're all together. Imagine, in no time at all I'll have Azura's necklace and become your new queen.",You think gathering our necklaces will make you queen? You have no way to take the power that's inside those gems.,Don't I? Nothing up my sleeve... Ta-da!
Ooh!,It's a crystal.,Not just any crystal. When placed in just the right spot...,How exciting. Nothing happened.,"Oh, nothing yet. The six gems feel the presence of their sister. The wingless fairy is here. Bring her to me!"
"When I left her service, Laverna had discovered a device that could suck the powers from the fairy guardians' necklaces and transfer them to herself.",How did it work?,"I'm not sure, exactly - she was still planning it when I left. But she was clear about its weakness. It plagued her that it wouldn't be perfect. She said the Union Point would always be fragile.",The Union Point? What does that mean?,I don't know. I can only hope we'll know when we see it. There! That's Laverna's lair. Land behind that boulder.
The entrance is right there. But it's not safe in the air any more. They'd spot us immediately.,"That's OK. Hue shouldn't fly anyway. The sickness is getting to you again, isn't it?",You could tell?,We go in and try to find the Union Point.,I go in. I'm doing it alone.
I'm going with you.,"""Me too!""","No. If more than one of us tries to make it across, we'll be seen. I'm the one with Azura's necklace. It has to be me. I'll find the Union Point.",I know you will. Good luck.,Wait! What was that? Huh?
Tally ho!,Huh?,"Hey, you wartheads! Over here!",Hey! Get him!,Come and get me if you can!
Hue!,Uh...,oafish laugh) Uh...,Hey!,"""Hello.”"
"Yeah, there we go. Perfect!",Uh-oh...,Dahlia. What a lovely surprise. It's been such a long time.,These three tried to attack us outside the lair. We think they're friends,"Yeah, we do."
Perfect.,Hue! Bibble! Dahlia!,Elina!,The ropes are enchanted. You won't be able to untie them.,"Let my friends go, Laverna! They don't have anything you want!"
Not true. They have your love. I'll be happy to let them go... if you give me Azura's necklace.,Never!,"gasps) Interesting. You have the rainbow in your eye. Some would say that makes you no ordinary fairy. Actually, you're a lot like me.",I'm nothing like you.,"Of course you are. You're special, but you're not treated that way, are you? You're laughed at. You're told you don't fit in. And why? Just because you're a little different from everyone else. I know how that feels. And I can change it."
You can?,"Power of the gems in my possession, show this fairy her future with me!",Wings!,"You'll have them, if you join me. I know what it's like to feel different all your life. It's not fair. Together, we can both have what we've always wanted. I'll claim my birthright as ruler of Fairytopia, and you'll have the wings you deserve. Everything in your little world will be just the way you remember it.",Everything in my little world...
"Now, all you have to do is put Azura's necklace around her neck and you'll get everything you've ever wanted. Yes, Elina.","Elina, wake up!",Yes! You're so close. So close to everything you've always wanted.,Everything I've always wanted...,Your whole little world will be perfect.
My whole little world...,"Try to wake up, Elina!","No! Laverna, you can't do this!",evil laugh) Yes!,"For the friends you haven't met, Elina."
The Union Point!,Yes!,"I don't need your wings, Laverna!",No!,Arhh! No! No!
I knew you could do it.,Elina!,Hey!,"Good morning, Hue. Feeling better?","Much better, thank you."
gasps) The Enchantress!,"Please, you needn't bow down to me. I'm the one who has come to thank all of you for your bravery and your willingness to sacrifice for others.","Oh, thank you, but we just did what we had to do.",We weren't trying to be heroes.,"Exactly. But you are. Especially you, Elina, and I don't want you to think I didn't notice. You have earned a great gift. You may not need a gift, but you still deserve one. Thank you, Elina."
Elina!,I have wings!,"Well, try them!",I can't believe it! I'm flying!
